season,episode,speaker,symptom,test,drug,procedure,intent,diagnosis_stage,sarcasm,emotion,organ,correct_prediction,model_prediction,text,medical_entities,symptom_list,test_list,drug_list,procedure_list,organ_list,near_dup_cluster,source_intent,source_emotion,source_diagnosis_stage,prev_text_1,prev_text_2,feature_text,is_augmented
4,14,Dr. House,Saç dökülmesi ve cilt kuruluğu,Kan testleri ve tiroid testleri,Vitamin takviyesi,Dermatoloji konsültasyonu,diğer,başlangıç,0,kaygı,cilt ve saç,,,Saç dökülmen ve cilt kuruluğun için kan testleri gerekli.,"[{""text"": ""Saç dökülmesi"", ""type"": ""Symptom""}, {""text"": ""cilt kuruluğu"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""tiroid testleri"", ""type"": ""Test""}, {""text"": ""Vitamin takviyesi"", ""type"": ""Drug""}, {""text"": ""Cilt ve saç"", ""type"": ""Organ""}]",Saç dökülmesi ve cilt kuruluğu,Kan testleri ve tiroid testleri,Vitamin takviyesi,Dermatoloji konsültasyonu,cilt ve saç,,,kaygı,başlangıç,"Mide kanaması ve kusma için acil endoskopi yapmalıyız,"" kan durdurucu gerekli.",Baş dönmen ve denge kaybın için vestibüler testler yapmalıyız.,"[SPEAKER=Dr. House] [SYMPTOM=Saç dökülmesi ve cilt kuruluğu] [TEST=Kan testleri ve tiroid testleri] [DRUG=Vitamin takviyesi] [PROCEDURE=Dermatoloji konsültasyonu] [ORGAN=cilt ve saç] [PREV=Baş dönmen ve denge kaybın için vestibüler testler yapmalıyız. || Mide kanaması ve kusma için acil endoskopi yapmalıyız,"" kan durdurucu gerekli.] [TEXT=Saç dökülmen ve cilt kuruluğun için kan testleri gerekli.]",False
4,14,Dr. Cuddy,Şeker hastalığı ve görme kaybı,Göz muayenesi ve kan şekeri testi,İnsülin,Diyabet takibi,diğer,değerlendirme,0,umut,gözler ve pankreas,,,"Şeker hastalığın görme kaybına neden oluyor,"" göz muayenesi gerekli.","[{""text"": ""Şeker hastalığı"", ""type"": ""Symptom""}, {""text"": ""görme kaybı"", ""type"": ""Symptom""}, {""text"": ""Göz muayenesi"", ""type"": ""Test""}, {""text"": ""kan şekeri testi"", ""type"": ""Test""}, {""text"": ""İnsülin"", ""type"": ""Drug""}, {""text"": ""Gözler ve pankreas"", ""type"": ""Organ""}]",Şeker hastalığı ve görme kaybı,Göz muayenesi ve kan şekeri testi,İnsülin,Diyabet takibi,gözler ve pankreas,,,umut,izleme,"Ani nefes darlığım ve göğüs ağrım var,"" acil yardım istiyorum.",Saç dökülmen ve cilt kuruluğun için kan testleri gerekli.,"[SPEAKER=Dr. Cuddy] [SYMPTOM=Şeker hastalığı ve görme kaybı] [TEST=Göz muayenesi ve kan şekeri testi] [DRUG=İnsülin] [PROCEDURE=Diyabet takibi] [ORGAN=gözler ve pankreas] [PREV=Saç dökülmen ve cilt kuruluğun için kan testleri gerekli. || Ani nefes darlığım ve göğüs ağrım var,"" acil yardım istiyorum.] [TEXT=Şeker hastalığın görme kaybına neden oluyor,"" göz muayenesi gerekli.]",False
4,14,Dr. Wilson,Ani bilinç kaybı ve bayılma,Beyin MR ve EEG,Yok,Nöroloji konsültasyonu,diğer,başlangıç,0,kaygı,beyin,,,Ani bilinç kaybın ve bayılman için acil beyin MR gerekli.,"[{""text"": ""Ani bilinç kaybı"", ""type"": ""Symptom""}, {""text"": ""bayılma"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""EEG"", ""type"": ""Test""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",Ani bilinç kaybı ve bayılma,Beyin MR ve EEG,Yok,Nöroloji konsültasyonu,beyin,,,kaygı,başlangıç,"Şeker hastalığın görme kaybına neden oluyor,"" göz muayenesi gerekli.","Ani nefes darlığım ve göğüs ağrım var,"" acil yardım istiyorum.","[SPEAKER=Dr. Wilson] [SYMPTOM=Ani bilinç kaybı ve bayılma] [TEST=Beyin MR ve EEG] [DRUG=Yok] [PROCEDURE=Nöroloji konsültasyonu] [ORGAN=beyin] [PREV=Ani nefes darlığım ve göğüs ağrım var,"" acil yardım istiyorum. || Şeker hastalığın görme kaybına neden oluyor,"" göz muayenesi gerekli.] [TEXT=Ani bilinç kaybın ve bayılman için acil beyin MR gerekli.]",False
4,14,Dr. House,Mide bulantısı ve kusma,Endoskopi ve kan testleri,Mide ilacı,Gastroenteroloji konsültasyonu,diğer,başlangıç,0,öfke,mide,,,Mide bulantın ve kusman için endoskopi yapmalıyız.,"[{""text"": ""Mide bulantısı"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Endoskopi"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Mide ilacı"", ""type"": ""Drug""}, {""text"": ""Mide"", ""type"": ""Organ""}]",Mide bulantısı ve kusma,Endoskopi ve kan testleri,Mide ilacı,Gastroenteroloji konsültasyonu,mide,,,öfke,başlangıç,Ani bilinç kaybın ve bayılman için acil beyin MR gerekli.,"Şeker hastalığın görme kaybına neden oluyor,"" göz muayenesi gerekli.","[SPEAKER=Dr. House] [SYMPTOM=Mide bulantısı ve kusma] [TEST=Endoskopi ve kan testleri] [DRUG=Mide ilacı] [PROCEDURE=Gastroenteroloji konsültasyonu] [ORGAN=mide] [PREV=Şeker hastalığın görme kaybına neden oluyor,"" göz muayenesi gerekli. || Ani bilinç kaybın ve bayılman için acil beyin MR gerekli.] [TEXT=Mide bulantın ve kusman için endoskopi yapmalıyız.]",False
4,14,Dr. Cameron,Bel fıtığı ve bacak ağrısı,MR ve fizik muayene,Ağrı kesici,Fizik tedavi,diğer,değerlendirme,0,üzgün,bel ve bacaklar,,,Bel fıtığın ve bacak ağrın için MR ve fizik tedavi gerekli.,"[{""text"": ""Bel fıtığı"", ""type"": ""Symptom""}, {""text"": ""bacak ağrısı"", ""type"": ""Symptom""}, {""text"": ""MR"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Bel ve bacaklar"", ""type"": ""Organ""}]",Bel fıtığı ve bacak ağrısı,MR ve fizik muayene,Ağrı kesici,Fizik tedavi,bel ve bacaklar,,,üzgün,izleme,Mide bulantın ve kusman için endoskopi yapmalıyız.,Ani bilinç kaybın ve bayılman için acil beyin MR gerekli.,[SPEAKER=Dr. Cameron] [SYMPTOM=Bel fıtığı ve bacak ağrısı] [TEST=MR ve fizik muayene] [DRUG=Ağrı kesici] [PROCEDURE=Fizik tedavi] [ORGAN=bel ve bacaklar] [PREV=Ani bilinç kaybın ve bayılman için acil beyin MR gerekli. || Mide bulantın ve kusman için endoskopi yapmalıyız.] [TEXT=Bel fıtığın ve bacak ağrın için MR ve fizik tedavi gerekli.],False
4,14,Dr. Foreman,Ani karın ağrısı ve şişlik,Ultrason ve kan testleri,Yok,Acil müdahale,diğer,başlangıç,0,kaygı,karın,,,Ani karın ağrın ve şişlik için acil ultrason gerekli.,"[{""text"": ""Ani karın ağrısı"", ""type"": ""Symptom""}, {""text"": ""şişlik"", ""type"": ""Symptom""}, {""text"": ""Ultrason"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Karın"", ""type"": ""Organ""}]",Ani karın ağrısı ve şişlik,Ultrason ve kan testleri,Yok,Acil müdahale,karın,10.0,,kaygı,başlangıç,"Ani cilt döküntüm ve ateşim var,"" alerji testi yapın.",Bel fıtığın ve bacak ağrın için MR ve fizik tedavi gerekli.,"[SPEAKER=Dr. Foreman] [SYMPTOM=Ani karın ağrısı ve şişlik] [TEST=Ultrason ve kan testleri] [DRUG=Yok] [PROCEDURE=Acil müdahale] [ORGAN=karın] [PREV=Bel fıtığın ve bacak ağrın için MR ve fizik tedavi gerekli. || Ani cilt döküntüm ve ateşim var,"" alerji testi yapın.] [TEXT=Ani karın ağrın ve şişlik için acil ultrason gerekli.]",False
4,14,Dr. Chase,Kalp yetmezliği ve nefes darlığı,EKO ve kan testleri,Diüretik,Kardiyoloji konsültasyonu,diğer,değerlendirme,0,üzgün,kalp,,,Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli.,"[{""text"": ""Kalp yetmezliği"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""EKO"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Diüretik"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",Kalp yetmezliği ve nefes darlığı,EKO ve kan testleri,Diüretik,Kardiyoloji konsültasyonu,kalp,30.0,,üzgün,izleme,Ani karın ağrın ve şişlik için acil ultrason gerekli.,"Ani cilt döküntüm ve ateşim var,"" alerji testi yapın.","[SPEAKER=Dr. Chase] [SYMPTOM=Kalp yetmezliği ve nefes darlığı] [TEST=EKO ve kan testleri] [DRUG=Diüretik] [PROCEDURE=Kardiyoloji konsültasyonu] [ORGAN=kalp] [PREV=Ani cilt döküntüm ve ateşim var,"" alerji testi yapın. || Ani karın ağrın ve şişlik için acil ultrason gerekli.] [TEXT=Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli.]",False
4,14,Dr. House,Ani işitme kaybı ve kulak çınlaması,Audiometri testi,Yok,KBB konsültasyonu,diğer,başlangıç,0,kaygı,kulaklar,,,Ani işitme kaybın ve kulak çınlaman için audiometri testi gerekli.,"[{""text"": ""Ani işitme kaybı"", ""type"": ""Symptom""}, {""text"": ""kulak çınlaması"", ""type"": ""Symptom""}, {""text"": ""Audiometri testi"", ""type"": ""Test""}, {""text"": ""Kulaklar"", ""type"": ""Organ""}]",Ani işitme kaybı ve kulak çınlaması,Audiometri testi,Yok,KBB konsültasyonu,kulaklar,,,kaygı,başlangıç,Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli.,Ani karın ağrın ve şişlik için acil ultrason gerekli.,[SPEAKER=Dr. House] [SYMPTOM=Ani işitme kaybı ve kulak çınlaması] [TEST=Audiometri testi] [DRUG=Yok] [PROCEDURE=KBB konsültasyonu] [ORGAN=kulaklar] [PREV=Ani karın ağrın ve şişlik için acil ultrason gerekli. || Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli.] [TEXT=Ani işitme kaybın ve kulak çınlaman için audiometri testi gerekli.],False
4,14,Hasta,Eklem ağrısı ve şişlik,Kan testleri ve eklem aspirasyonu,Ağrı kesici,Romatoloji konsültasyonu,diğer,değerlendirme,0,üzgün,eklemler,,,Eklem ağrılarım ve şişlik için kan testleri ve aspirasyon istiyorum.,"[{""text"": ""Eklem ağrısı"", ""type"": ""Symptom""}, {""text"": ""şişlik"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""eklem aspirasyonu"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Eklemler"", ""type"": ""Organ""}]",Eklem ağrısı ve şişlik,Kan testleri ve eklem aspirasyonu,Ağrı kesici,Romatoloji konsültasyonu,eklemler,,,üzgün,izleme,Ani işitme kaybın ve kulak çınlaman için audiometri testi gerekli.,Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli.,[SPEAKER=Hasta] [SYMPTOM=Eklem ağrısı ve şişlik] [TEST=Kan testleri ve eklem aspirasyonu] [DRUG=Ağrı kesici] [PROCEDURE=Romatoloji konsültasyonu] [ORGAN=eklemler] [PREV=Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli. || Ani işitme kaybın ve kulak çınlaman için audiometri testi gerekli.] [TEXT=Eklem ağrılarım ve şişlik için kan testleri ve aspirasyon istiyorum.],False
4,14,Dr. Wilson,Ani kilo kaybı ve gece terlemeleri,Kan testleri ve tümör araması,Kemoterapi,Tıbbi onkoloji konsültasyonu,diğer,değerlendirme,0,kaygı,tüm vücut,,,Ani kilo kaybın ve gece terlemelerin ciddi belirtiler.,"[{""text"": ""Ani kilo kaybı"", ""type"": ""Symptom""}, {""text"": ""gece terlemeleri"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""tümör araması"", ""type"": ""Test""}, {""text"": ""Kemoterapi"", ""type"": ""Drug""}, {""text"": ""Tüm vücut"", ""type"": ""Organ""}]",Ani kilo kaybı ve gece terlemeleri,Kan testleri ve tümör araması,Kemoterapi,Tıbbi onkoloji konsültasyonu,tüm vücut,,,kaygı,izleme,Eklem ağrılarım ve şişlik için kan testleri ve aspirasyon istiyorum.,Ani işitme kaybın ve kulak çınlaman için audiometri testi gerekli.,[SPEAKER=Dr. Wilson] [SYMPTOM=Ani kilo kaybı ve gece terlemeleri] [TEST=Kan testleri ve tümör araması] [DRUG=Kemoterapi] [PROCEDURE=Tıbbi onkoloji konsültasyonu] [ORGAN=tüm vücut] [PREV=Ani işitme kaybın ve kulak çınlaman için audiometri testi gerekli. || Eklem ağrılarım ve şişlik için kan testleri ve aspirasyon istiyorum.] [TEXT=Ani kilo kaybın ve gece terlemelerin ciddi belirtiler.],False
4,14,Dr. House,Ani baş dönmesi ve denge kaybı,Vestibüler testler ve beyin MR,Yok,Nöroloji konsültasyonu,diğer,başlangıç,0,kaygı,denge sistemi ve beyin,,,Ani baş dönmen ve denge kaybın için vestibüler testler gerekli.,"[{""text"": ""Ani baş dönmesi"", ""type"": ""Symptom""}, {""text"": ""denge kaybı"", ""type"": ""Symptom""}, {""text"": ""Vestibüler testler"", ""type"": ""Test""}, {""text"": ""beyin MR"", ""type"": ""Test""}, {""text"": ""Denge sistemi ve beyin"", ""type"": ""Organ""}]",Ani baş dönmesi ve denge kaybı,Vestibüler testler ve beyin MR,Yok,Nöroloji konsültasyonu,denge sistemi ve beyin,45.0,,kaygı,başlangıç,Ani kilo kaybın ve gece terlemelerin ciddi belirtiler.,Eklem ağrılarım ve şişlik için kan testleri ve aspirasyon istiyorum.,[SPEAKER=Dr. House] [SYMPTOM=Ani baş dönmesi ve denge kaybı] [TEST=Vestibüler testler ve beyin MR] [DRUG=Yok] [PROCEDURE=Nöroloji konsültasyonu] [ORGAN=denge sistemi ve beyin] [PREV=Eklem ağrılarım ve şişlik için kan testleri ve aspirasyon istiyorum. || Ani kilo kaybın ve gece terlemelerin ciddi belirtiler.] [TEXT=Ani baş dönmen ve denge kaybın için vestibüler testler gerekli.],False
4,14,Dr. Cameron,Ani böbrek yetmezliği ve idrar azlığı,Kan testleri ve ultrason,Yok,Nefroloji acil konsültasyonu,diğer,başlangıç,0,kaygı,böbrekler,,,Ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli.,"[{""text"": ""Ani böbrek yetmezliği"", ""type"": ""Symptom""}, {""text"": ""idrar azlığı"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""ultrason"", ""type"": ""Test""}, {""text"": ""Böbrekler"", ""type"": ""Organ""}]",Ani böbrek yetmezliği ve idrar azlığı,Kan testleri ve ultrason,Yok,Nefroloji acil konsültasyonu,böbrekler,27.0,,kaygı,başlangıç,"Ani göğüs ağrım ve kalp sıkışmam var,"" acil yardım istiyorum.",Ani baş dönmen ve denge kaybın için vestibüler testler gerekli.,"[SPEAKER=Dr. Cameron] [SYMPTOM=Ani böbrek yetmezliği ve idrar azlığı] [TEST=Kan testleri ve ultrason] [DRUG=Yok] [PROCEDURE=Nefroloji acil konsültasyonu] [ORGAN=böbrekler] [PREV=Ani baş dönmen ve denge kaybın için vestibüler testler gerekli. || Ani göğüs ağrım ve kalp sıkışmam var,"" acil yardım istiyorum.] [TEXT=Ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli.]",False
4,14,Dr. Foreman,Ani karaciğer yetmezliği ve sararma,Kan testleri ve karaciğer ultrasonu,Yok,Hepatoloji acil konsültasyonu,diğer,başlangıç,0,kaygı,karaciğer,,,Ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli.,"[{""text"": ""Ani karaciğer yetmezliği"", ""type"": ""Symptom""}, {""text"": ""sararma"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""karaciğer ultrasonu"", ""type"": ""Test""}, {""text"": ""Karaciğer"", ""type"": ""Organ""}]",Ani karaciğer yetmezliği ve sararma,Kan testleri ve karaciğer ultrasonu,Yok,Hepatoloji acil konsültasyonu,karaciğer,28.0,,kaygı,başlangıç,Ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli.,"Ani göğüs ağrım ve kalp sıkışmam var,"" acil yardım istiyorum.","[SPEAKER=Dr. Foreman] [SYMPTOM=Ani karaciğer yetmezliği ve sararma] [TEST=Kan testleri ve karaciğer ultrasonu] [DRUG=Yok] [PROCEDURE=Hepatoloji acil konsültasyonu] [ORGAN=karaciğer] [PREV=Ani göğüs ağrım ve kalp sıkışmam var,"" acil yardım istiyorum. || Ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli.] [TEXT=Ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli.]",False
4,14,Dr. Chase,Ani kanama ve şok,Kan testleri ve kan transfüzyonu,Kan durdurucu,Acil müdahale,diğer,başlangıç,0,kaygı,tüm vücut,,,Ani kanama ve şok durumunda acil müdahale gerekli.,"[{""text"": ""Ani kanama"", ""type"": ""Symptom""}, {""text"": ""şok"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""kan transfüzyonu"", ""type"": ""Test""}, {""text"": ""Kan durdurucu"", ""type"": ""Drug""}, {""text"": ""Tüm vücut"", ""type"": ""Organ""}]",Ani kanama ve şok,Kan testleri ve kan transfüzyonu,Kan durdurucu,Acil müdahale,tüm vücut,29.0,,kaygı,başlangıç,Ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli.,Ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli.,[SPEAKER=Dr. Chase] [SYMPTOM=Ani kanama ve şok] [TEST=Kan testleri ve kan transfüzyonu] [DRUG=Kan durdurucu] [PROCEDURE=Acil müdahale] [ORGAN=tüm vücut] [PREV=Ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli. || Ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli.] [TEXT=Ani kanama ve şok durumunda acil müdahale gerekli.],False
4,14,Dr. House,Ani felç ve konuşma bozukluğu,Beyin MR ve kan testleri,Kan sulandırıcı,Nöroloji acil müdahalesi,diğer,başlangıç,0,kaygı,beyin,,,Ani felç ve konuşma bozukluğu için acil beyin MR gerekli.,"[{""text"": ""Ani felç"", ""type"": ""Symptom""}, {""text"": ""konuşma bozukluğu"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan sulandırıcı"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",Ani felç ve konuşma bozukluğu,Beyin MR ve kan testleri,Kan sulandırıcı,Nöroloji acil müdahalesi,beyin,47.0,,kaygı,başlangıç,Ani kanama ve şok durumunda acil müdahale gerekli.,Ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli.,[SPEAKER=Dr. House] [SYMPTOM=Ani felç ve konuşma bozukluğu] [TEST=Beyin MR ve kan testleri] [DRUG=Kan sulandırıcı] [PROCEDURE=Nöroloji acil müdahalesi] [ORGAN=beyin] [PREV=Ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli. || Ani kanama ve şok durumunda acil müdahale gerekli.] [TEXT=Ani felç ve konuşma bozukluğu için acil beyin MR gerekli.],False
4,14,Hasta,Ani solunum zorluğu ve halsizlik,Kan gaz analizi ve EKG,Oksijen tedavisi,Acil müdahale,diğer,başlangıç,0,kaygı,akciğerler ve kalp,,,"Ani solunum zorluğum ve halsizliğim var,"" acil yardım istiyorum.","[{""text"": ""Ani solunum zorluğu"", ""type"": ""Symptom""}, {""text"": ""halsizlik"", ""type"": ""Symptom""}, {""text"": ""Kan gaz analizi"", ""type"": ""Test""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""Oksijen tedavisi"", ""type"": ""Drug""}, {""text"": ""Akciğerler ve kalp"", ""type"": ""Organ""}]",Ani solunum zorluğu ve halsizlik,Kan gaz analizi ve EKG,Oksijen tedavisi,Acil müdahale,akciğerler ve kalp,12.0,,kaygı,başlangıç,Ani felç ve konuşma bozukluğu için acil beyin MR gerekli.,Ani kanama ve şok durumunda acil müdahale gerekli.,"[SPEAKER=Hasta] [SYMPTOM=Ani solunum zorluğu ve halsizlik] [TEST=Kan gaz analizi ve EKG] [DRUG=Oksijen tedavisi] [PROCEDURE=Acil müdahale] [ORGAN=akciğerler ve kalp] [PREV=Ani kanama ve şok durumunda acil müdahale gerekli. || Ani felç ve konuşma bozukluğu için acil beyin MR gerekli.] [TEXT=Ani solunum zorluğum ve halsizliğim var,"" acil yardım istiyorum.]",False
4,14,Dr. Cuddy,Ani ateş ve titreme,Kan testleri ve kan kültürü,Antibiyotik,Enfeksiyon hastalıkları konsültasyonu,diğer,başlangıç,0,kaygı,tüm vücut,,,Ani ateşin ve titremen için kan testleri ve kültür gerekli.,"[{""text"": ""Ani ateş"", ""type"": ""Symptom""}, {""text"": ""titreme"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""kan kültürü"", ""type"": ""Test""}, {""text"": ""Antibiyotik"", ""type"": ""Drug""}, {""text"": ""Tüm vücut"", ""type"": ""Organ""}]",Ani ateş ve titreme,Kan testleri ve kan kültürü,Antibiyotik,Enfeksiyon hastalıkları konsültasyonu,tüm vücut,48.0,,kaygı,başlangıç,"Ani solunum zorluğum ve halsizliğim var,"" acil yardım istiyorum.",Ani felç ve konuşma bozukluğu için acil beyin MR gerekli.,"[SPEAKER=Dr. Cuddy] [SYMPTOM=Ani ateş ve titreme] [TEST=Kan testleri ve kan kültürü] [DRUG=Antibiyotik] [PROCEDURE=Enfeksiyon hastalıkları konsültasyonu] [ORGAN=tüm vücut] [PREV=Ani felç ve konuşma bozukluğu için acil beyin MR gerekli. || Ani solunum zorluğum ve halsizliğim var,"" acil yardım istiyorum.] [TEXT=Ani ateşin ve titremen için kan testleri ve kültür gerekli.]",False
4,14,Dr. Wilson,Ani mide kanaması ve kusma,Endoskopi ve kan testleri,Kan durdurucu,Gastroenteroloji acil müdahalesi,diğer,başlangıç,0,kaygı,mide,,,Ani mide kanaması ve kusma için acil endoskopi gerekli.,"[{""text"": ""Ani mide kanaması"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Endoskopi"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan durdurucu"", ""type"": ""Drug""}, {""text"": ""Mide"", ""type"": ""Organ""}]",Ani mide kanaması ve kusma,Endoskopi ve kan testleri,Kan durdurucu,Gastroenteroloji acil müdahalesi,mide,49.0,,kaygı,başlangıç,Ani ateşin ve titremen için kan testleri ve kültür gerekli.,"Ani solunum zorluğum ve halsizliğim var,"" acil yardım istiyorum.","[SPEAKER=Dr. Wilson] [SYMPTOM=Ani mide kanaması ve kusma] [TEST=Endoskopi ve kan testleri] [DRUG=Kan durdurucu] [PROCEDURE=Gastroenteroloji acil müdahalesi] [ORGAN=mide] [PREV=Ani solunum zorluğum ve halsizliğim var,"" acil yardım istiyorum. || Ani ateşin ve titremen için kan testleri ve kültür gerekli.] [TEXT=Ani mide kanaması ve kusma için acil endoskopi gerekli.]",False
4,14,Dr. House,Ani görme kaybı ve baş ağrısı,Göz muayenesi ve beyin MR,Yok,Nöroloji ve oftalmoloji konsültasyonu,diğer,başlangıç,0,kaygı,gözler ve beyin,,,Ani görme kaybın ve baş ağrın için acil müdahale gerekli.,"[{""text"": ""Ani görme kaybı"", ""type"": ""Symptom""}, {""text"": ""baş ağrısı"", ""type"": ""Symptom""}, {""text"": ""Göz muayenesi"", ""type"": ""Test""}, {""text"": ""beyin MR"", ""type"": ""Test""}, {""text"": ""Gözler ve beyin"", ""type"": ""Organ""}]",Ani görme kaybı ve baş ağrısı,Göz muayenesi ve beyin MR,Yok,Nöroloji ve oftalmoloji konsültasyonu,gözler ve beyin,50.0,,kaygı,başlangıç,Ani mide kanaması ve kusma için acil endoskopi gerekli.,Ani ateşin ve titremen için kan testleri ve kültür gerekli.,[SPEAKER=Dr. House] [SYMPTOM=Ani görme kaybı ve baş ağrısı] [TEST=Göz muayenesi ve beyin MR] [DRUG=Yok] [PROCEDURE=Nöroloji ve oftalmoloji konsültasyonu] [ORGAN=gözler ve beyin] [PREV=Ani ateşin ve titremen için kan testleri ve kültür gerekli. || Ani mide kanaması ve kusma için acil endoskopi gerekli.] [TEXT=Ani görme kaybın ve baş ağrın için acil müdahale gerekli.],False
4,14,Dr. Cameron,Ani alerjik reaksiyon ve nefes darlığı,Alerji testleri ve kan testleri,Adrenalin,Acil müdahale,diğer,başlangıç,0,kaygı,bağışıklık sistemi ve solunum,,,Ani alerjik reaksiyonun için acil adrenalin ve müdahale gerekli.,"[{""text"": ""Ani alerjik reaksiyon"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""Alerji testleri"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Adrenalin"", ""type"": ""Drug""}, {""text"": ""Bağışıklık sistemi ve solunum"", ""type"": ""Organ""}]",Ani alerjik reaksiyon ve nefes darlığı,Alerji testleri ve kan testleri,Adrenalin,Acil müdahale,bağışıklık sistemi ve solunum,13.0,,kaygı,başlangıç,Ani kalp ritim bozukluğum ve bayılma için acil yardım istiyorum.,Ani görme kaybın ve baş ağrın için acil müdahale gerekli.,[SPEAKER=Dr. Cameron] [SYMPTOM=Ani alerjik reaksiyon ve nefes darlığı] [TEST=Alerji testleri ve kan testleri] [DRUG=Adrenalin] [PROCEDURE=Acil müdahale] [ORGAN=bağışıklık sistemi ve solunum] [PREV=Ani görme kaybın ve baş ağrın için acil müdahale gerekli. || Ani kalp ritim bozukluğum ve bayılma için acil yardım istiyorum.] [TEXT=Ani alerjik reaksiyonun için acil adrenalin ve müdahale gerekli.],False
4,14,Dr. Foreman,Ani akciğer embolisi ve nefes darlığı,Akciğer röntgeni ve kan testleri,Kan sulandırıcı,Acil müdahale,diğer,başlangıç,0,kaygı,akciğerler,,,Ani akciğer embolisi için acil müdahale gerekli.,"[{""text"": ""Ani akciğer embolisi"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""Akciğer röntgeni"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan sulandırıcı"", ""type"": ""Drug""}, {""text"": ""Akciğerler"", ""type"": ""Organ""}]",Ani akciğer embolisi ve nefes darlığı,Akciğer röntgeni ve kan testleri,Kan sulandırıcı,Acil müdahale,akciğerler,31.0,,kaygı,başlangıç,Ani alerjik reaksiyonun için acil adrenalin ve müdahale gerekli.,Ani kalp ritim bozukluğum ve bayılma için acil yardım istiyorum.,[SPEAKER=Dr. Foreman] [SYMPTOM=Ani akciğer embolisi ve nefes darlığı] [TEST=Akciğer röntgeni ve kan testleri] [DRUG=Kan sulandırıcı] [PROCEDURE=Acil müdahale] [ORGAN=akciğerler] [PREV=Ani kalp ritim bozukluğum ve bayılma için acil yardım istiyorum. || Ani alerjik reaksiyonun için acil adrenalin ve müdahale gerekli.] [TEXT=Ani akciğer embolisi için acil müdahale gerekli.],False
